363,0,0,0,8785
364,0,0,0,8787
365,0,0,0,8813
366,0,0,0,8825
367,1,0,0,8842
368,0,0,0,8886
369,1,0,0,8916
370,1,1,0,8959
371,0,0,0,8967
372,1,0,0,8988
373,0,0,0,8995
374,0,0,0,9088
375,0,0,0,9127
376,1,0,0,9152
377,1,1,0,9165
378,1,0,0,9166
379,1,0,0,9184
380,1,1,0,9188
381,0,0,0,9267
382,0,0,0,9302
383,0,0,0,9350
384,1,0,0,9386
385,1,0,0,9414
386,0,0,0,9455
387,0,0,0,9492
388,0,0,0,9494
389,0,0,0,9506
390,1,0,0,9621
391,0,0,0,9631
392,1,0,0,9650
393,1,0,0,9748
394,0,0,0,9771
395,0,0,0,10061
396,0,0,0,10081
397,0,0,0,10187
398,0,0,0,10204
399,1,0,0,10258
400,0,0,0,10366
401,1,0,0,10430
402,0,0,0,10432
403,0,0,0,10454
404,0,0,0,10461
405,0,0,0,10500
406,1,1,0,10522
407,1,0,0,10557
408,0,0,0,10568
409,0,0,0,10627
410,0,0,0,10647
411,0,0,0,10671
412,0,0,0,10708
413,0,0,0,10731
414,0,0,0,10760
415,0,0,0,10783
416,1,0,0,10819
417,1,0,0,10824
418,0,0,0,10845
419,0,0,0,10908
420,0,0,0,10911
421,1,0,0,10949
422,0,0,0,10959
423,1,0,0,10977
424,1,0,0,11022
425,0,0,0,11050
426,0,0,0,11055
427,0,0,0,11083
428,0,0,0,11155
429,0,0,0,11179
430,0,0,0,11217
431,0,0,0,11282
432,1,0,0,11290
433,0,0,0,11343
434,0,0,0,11371
435,0,0,0,11481
436,0,0,0,11560
437,0,0,0,11711
438,1,0,0,11716
439,1,0,0,11724
440,0,0,0,11728
441,0,0,0,11738
442,0,0,0,11829
443,0,0,0,11976
444,0,0,0,11989
445,0,0,0,12053
446,0,0,0,12058
447,0,0,0,12094
448,0,0,0,12146
449,1,0,0,12218
450,0,0,0,12222
451,0,0,0,12240
452,0,0,0,12322
453,1,1,1,12331
454,0,0,0,12366
455,0,0,0,12382
456,0,0,0,12389
457,0,0,0,12472
458,0,0,0,12487
459,0,0,0,12489
460,0,0,0,12518
461,1,0,0,12599
462,0,0,0,12600
463,0,0,0,12609
464,1,1,0,12628
465,1,0,0,12698
466,0,0,0,12847
467,1,0,0,12898
468,0,0,0,12907
469,1,0,0,12916
470,0,0,0,12935
471,0,0,0,12964
472,0,0,0,13010
473,1,0,0,13014
474,0,0,0,13038
475,0,0,0,13047
476,0,0,0,13075
477,0,0,0,13138
478,0,0,0,13251
479,0,0,0,13298
480,0,0,0,13365
481,0,0,0,13484
482,0,0,0,13492
483,1,0,0,13580
484,1,1,0,13683
485,1,0,0,13749
486,0,0,0,13864
487,0,0,0,13874
488,0,0,0,13889
489,1,0,0,13940
490,0,0,0,14010
491,1,0,0,14119
