[2020-09-22 10:06:51,652] - [<ipython-input-119-26e83d360d78> line:23] : correlation list: [[1.         0.94465671 0.94942313 ... 0.87132684 0.73816731 0.86565241]
 [0.94465671 1.         0.94944639 ... 0.93169857 0.6887203  0.85511182]
 [0.94942313 0.94944639 1.         ... 0.88824219 0.65749843 0.83306412]
 ...
 [0.87132684 0.93169857 0.88824219 ... 1.         0.69080704 0.85568941]
 [0.73816731 0.6887203  0.65749843 ... 0.69080704 1.         0.80261916]
 [0.86565241 0.85511182 0.83306412 ... 0.85568941 0.80261916 1.        ]]
[2020-09-22 10:06:51,652] - [<ipython-input-119-26e83d360d78> line:23] : correlation list: [[1.         0.94465671 0.94942313 ... 0.87132684 0.73816731 0.86565241]
 [0.94465671 1.         0.94944639 ... 0.93169857 0.6887203  0.85511182]
 [0.94942313 0.94944639 1.         ... 0.88824219 0.65749843 0.83306412]
 ...
 [0.87132684 0.93169857 0.88824219 ... 1.         0.69080704 0.85568941]
 [0.73816731 0.6887203  0.65749843 ... 0.69080704 1.         0.80261916]
 [0.86565241 0.85511182 0.83306412 ... 0.85568941 0.80261916 1.        ]]
[2020-09-22 11:12:36,122] - [<ipython-input-179-04c67897477e> line:18] : means list: [0.8176211633327367, 0.6799590670215963, 0.8017217649984953, 0.7763726696574577, 0.8177819799049442, 0.6469223039138076, 0.6724200741809411, 0.6460537445267172, 0.6800687092778087, 0.8247232342653851, 0.7711159187386019, 0.8152433619024656, 0.7840559693912064, 0.7840559693912064, 0.868785581825945]
[2020-09-22 11:12:36,122] - [<ipython-input-179-04c67897477e> line:18] : means list: [0.8176211633327367, 0.6799590670215963, 0.8017217649984953, 0.7763726696574577, 0.8177819799049442, 0.6469223039138076, 0.6724200741809411, 0.6460537445267172, 0.6800687092778087, 0.8247232342653851, 0.7711159187386019, 0.8152433619024656, 0.7840559693912064, 0.7840559693912064, 0.868785581825945]
