,weighted_degree,weighted_clustering_coef,degree,clustering_coef
93,127.21639767080524,0.4894439720892469,172,0.7422140622875018
94,92.44271751145496,0.36831821819556076,71,0.8346076458752515
95,154.6171013463139,0.5714456172151174,173,0.7852533942734239
96,107.23823872263787,0.4462710810781776,143,0.8108933320200926
97,159.39048174107532,0.584004864377021,176,0.7651948051948052
98,151.9997554768084,0.5586632313335158,185,0.7172150411280847
99,114.58045008817962,0.4522800192839783,92,0.7649307214524605
100,122.93377364090318,0.4920145881629832,177,0.7157806882383153
101,154.13551978986447,0.56341078290431,158,0.8909941143271789
102,145.59140326787602,0.5452418521091807,160,0.878066037735849
103,72.88821290863599,0.33053891938970453,34,0.7593582887700535
104,152.96996244306737,0.5598680982921288,159,0.8828118780351882
105,62.34470986642872,0.29634811970459546,17,0.6176470588235294
106,60.74740489463678,0.20794407751022317,55,0.9016835016835016
107,50.90848164632784,0.24022341008874404,15,0.7047619047619048
108,60.8002128066138,0.20008733556573655,54,0.9545772187281621
109,62.697795982729524,0.2811847544537044,36,0.9
110,154.35509105563807,0.567339088744634,181,0.7369551872314303
111,138.94902407927114,0.5283548162008054,187,0.6841469725720201
112,116.822317112378,0.4583027143234546,101,0.7316831683168317
113,31.480335553753182,0.16006546224700824,1,0.0
114,61.935124246343506,0.20450459308766183,55,0.9488215488215488
115,117.39720055110212,0.47226247246759545,131,0.6773928361714622
116,64.00633294135665,0.21203990934632105,58,0.9183303085299456
117,46.582193617724926,0.22974666361374904,19,0.7017543859649122
118,64.4117057279044,0.30605947525187777,20,0.6578947368421053
119,144.73869223234138,0.5171893481217147,142,0.9847168115073419
120,141.51737383352966,0.5080079980238006,144,0.9747474747474747
121,82.38143912918085,0.35747711460011955,34,0.7361853832442068
122,150.48758488755777,0.5568709168796135,163,0.8424600469590244
123,135.89138902215944,0.5219423345527041,188,0.6943907156673114
124,48.54604908567369,0.2398428900452057,18,0.8366013071895425
125,143.69151856861401,0.5133433497505578,142,0.9859154929577465
126,144.2231529694051,0.5151713776099841,142,0.9847168115073419
127,143.87318442569975,0.5141802921049174,141,0.9899696048632218
128,143.81558658450678,0.5135120279199938,142,0.9859154929577465
129,142.95175295076504,0.5113888195967372,141,0.9899696048632218
130,143.81024272242112,0.5134717979314639,142,0.9847168115073419
131,142.0648946458463,0.5091547905921824,141,0.9899696048632218
132,143.0770677324508,0.5126587254790002,141,0.9899696048632218
133,140.5586042057532,0.5053909985630894,141,0.9899696048632218
134,140.9115659848257,0.50629873160321,141,0.9899696048632218
135,83.9317592151511,0.36263708727438504,34,0.7058823529411765
136,140.79768877061878,0.506295724044887,141,0.9899696048632218
137,143.3287317025845,0.5182148532314965,142,0.9859154929577465
138,51.66395771367191,0.2530061742246143,18,0.8366013071895425
139,141.3763249056531,0.5089874859843079,141,0.9899696048632218
140,143.03637829164794,0.5143721336719868,143,0.9667093469910372
141,132.8093128904784,0.49671558017069584,149,0.8905314710683838
142,142.22444215715527,0.5108717061828809,141,0.9899696048632218
143,140.7077871053409,0.5057592175191493,141,0.9899696048632218
144,157.95595139339716,0.5771797624994662,161,0.8705745341614907
145,122.33709523765296,0.4901264791043861,173,0.7017744320473182
146,116.8904378788092,0.4608834729372289,104,0.7203136669156086
147,146.28983166844048,0.5321921684355371,146,0.9683514407179972
148,143.25136163606604,0.515151758106919,142,0.9859154929577465
149,149.64926636987636,0.5432397595336176,150,0.9450559284116331
150,149.31971575048422,0.5520627362835685,156,0.9001654259718775
151,141.68337982166358,0.5082097814723447,141,0.9899696048632218
152,142.12242641347783,0.5093220125926965,141,0.9899696048632218
153,142.6090074395693,0.5106831154779612,141,0.9899696048632218
154,149.83023590602758,0.5472464032179032,155,0.8945957268537914
155,25.394082619596634,0.13257718065730242,12,1.0
156,117.91070746629266,0.46774172624427146,123,0.6429428228708517
157,109.61333723050595,0.43777201463146276,141,0.8474164133738602
158,123.47129930085644,0.47249059184871206,148,0.830483544769259
159,85.14985800830888,0.37630896976727274,25,0.6766666666666666
160,139.17669500212747,0.527985775858148,156,0.8846980976013235
161,145.24987999273358,0.519281932880348,146,0.9597543693906472
162,140.70397957432874,0.5335248591477424,183,0.722332312496247
163,143.81134843219678,0.5137386259054736,142,0.9859154929577465
164,124.29155510173936,0.47397709756148904,148,0.8349880492737636
165,144.00454955661547,0.5143346194675222,144,0.9747474747474747
166,150.9617167303683,0.546655625917639,151,0.9293598233995585
167,144.580302188913,0.5168255241118439,144,0.9747474747474747
168,143.9846474383586,0.5141574650013152,142,0.9847168115073419
169,145.19955012331977,0.5209709344004999,144,0.978049728049728
170,141.9707922576715,0.5137516567779818,149,0.9142027933974243
171,147.2710961047306,0.5303174814439613,152,0.9147786685256187
172,146.64432000195418,0.5284793317214147,150,0.942013422818792
173,26.3951101619292,0.11926855982653652,15,0.9523809523809523
174,79.47567944121846,0.3439144562030356,30,0.728735632183908
175,142.74551888984521,0.5111233245773201,141,0.9899696048632218
176,47.397970950508636,0.23193612273356828,15,0.9523809523809523
177,143.94854268335203,0.5142014407151029,143,0.9793164581896976
178,143.95178118751363,0.5140948536046959,142,0.9847168115073419
179,144.99644494493288,0.5181179160319483,144,0.9774669774669774
180,86.8578283738297,0.3816600558451735,27,0.717948717948718
181,146.13515812902554,0.5244627920773709,146,0.9445441662730278
182,145.1733213274961,0.5194466188745547,145,0.9493295019157089
183,141.73171790211603,0.5083856654069969,141,0.9899696048632218
184,128.62764109232936,0.4761504392610898,138,0.9771501110758489
185,144.32494026900508,0.5161865268138012,144,0.9747474747474747
186,149.29748111173032,0.5431424995107196,154,0.906459553518377
187,143.4962601684234,0.5127414064392796,141,0.9899696048632218
188,143.31735495395188,0.5123729923625592,141,0.9899696048632218
189,143.92994585802444,0.5138934131780747,142,0.9847168115073419
190,56.465482372450616,0.2299532633486253,29,0.4852216748768473
191,104.49826182265132,0.44040581672789375,97,0.8842353951890034
192,83.94787202543296,0.36368429121878565,36,0.6333333333333333
193,124.10850668315945,0.4902357429838343,152,0.5789473684210527
194,144.9076551630899,0.5437030669048201,164,0.8434086488104144
195,96.33320613157917,0.4121324612666292,59,0.6925774400935125
196,148.9019886804893,0.5590098119385427,170,0.7938739993038636
197,103.30169292636675,0.41708835184976023,79,0.7864329763063941
198,155.32816628966344,0.5699899901482457,163,0.8404150571839734
199,143.9752714958514,0.5317066194599971,150,0.9350335570469799
200,44.92523873651549,0.20175710515316464,22,0.948051948051948
201,111.89572127710532,0.4593643184374582,114,0.7109144542772862
202,31.564583681684077,0.11561707960408787,22,0.948051948051948
203,143.25437728073373,0.5121556239735576,141,0.9899696048632218
204,64.41738503162642,0.29017374322742767,21,0.8761904761904762
205,145.77750907553852,0.5286455387586043,143,0.9790209790209791
206,124.57939489233853,0.49700053150312934,161,0.8408385093167702
207,47.829451569472596,0.21799033413150423,21,0.9619047619047619
208,66.72346015178209,0.30066036840121696,27,0.7720797720797721
209,65.732724107179,0.29965487199016483,20,0.8736842105263158
210,120.4685692469197,0.4648730310945374,154,0.7624989389695273
211,147.8138697146174,0.5379171643096046,146,0.9683514407179972
212,144.9542033993116,0.53573018624433,149,0.9483947034282605
213,34.35418388701481,0.1707724261854096,18,1.0
214,28.921361330156287,0.09713813756775874,22,0.948051948051948
215,67.45953046879487,0.3068719573943476,33,0.5965909090909091
216,53.52257959920998,0.24358965472237068,26,0.7630769230769231
217,36.3653641100495,0.13029532225976312,25,0.81
218,82.20601570818381,0.3568808646175585,34,0.6470588235294118
219,30.061478714546208,0.09183227016903876,22,0.948051948051948
220,149.22380060406454,0.5549393498115657,164,0.829343109382014
221,45.22602225234866,0.2012209693820999,22,0.948051948051948
222,45.532472691721864,0.20520941710631796,22,0.948051948051948
223,113.61390268719138,0.46436185129648316,105,0.6813186813186813
224,64.41832996998495,0.21479894764461652,58,0.9243799153055051
225,72.25378744766451,0.31618141198900196,50,0.9804081632653061
226,80.29232270643121,0.3477734921649008,36,0.6238095238095238
227,68.04175187264927,0.3018842320516079,26,0.8
228,143.42115057031376,0.520196808245329,147,0.9572267263069612
229,42.040203134040304,0.17785731876398217,24,0.855072463768116
230,98.52998770239238,0.4206760669761662,125,0.9016774193548387
