,weighted_degree,weighted_clustering_coef,degree,clustering_coef
0,71.35483836039127,0.30853426638184245,55,0.8478114478114478
1,78.72948547733772,0.3578022774437352,29,0.7389162561576355
2,124.55702491650094,0.4957707667247151,147,0.6928524834591371
3,44.27880815686309,0.23130428579172663,8,0.8928571428571429
4,77.96747277775134,0.3150424045909374,61,0.9
5,133.45982439733444,0.48891676057666666,139,0.9768532999687207
6,92.89747246818862,0.37086747991142305,71,0.8362173038229376
7,151.27346335229646,0.5517760348571982,152,0.932729173928198
8,92.8549979428091,0.37453056821764724,73,0.8116438356164384
9,152.48047050487702,0.5524667262418255,157,0.8984158092438347
10,151.05891024482713,0.558355805434031,188,0.7009329844123336
11,76.11543703164915,0.30660770231088874,57,0.9335839598997494
12,121.95267729264799,0.472403643430943,141,0.713272543059777
13,148.96829448626443,0.5473004123799843,154,0.9191919191919192
14,136.562778858378,0.5167808632729793,180,0.713469894475481
15,157.88222865926983,0.5739284697426712,163,0.8559418314019541
16,153.95266276130675,0.5619462313996434,156,0.8918941273779983
17,149.67094249570556,0.5406619395364195,150,0.9449664429530201
18,154.92414322216092,0.5662693393405367,169,0.8080445195829811
19,63.71785897668614,0.22116375684132958,56,0.8915584415584416
20,146.45301852681635,0.5384360508444013,151,0.9283002207505519
21,78.83408170084125,0.3492586283209184,43,0.743078626799557
22,145.3574204188082,0.5275910258582615,144,0.9757187257187258
23,135.47382733989707,0.4929725975375556,139,0.9768532999687207
24,82.96797158178687,0.3346688350739493,61,0.9158469945355191
25,146.8535969628394,0.5383215903890254,154,0.8991596638655462
26,153.99157057972664,0.5629119584118297,158,0.8926066274288479
27,68.47530171942343,0.26607370812287906,54,0.9419986023759609
28,143.0729032453911,0.5294900634293723,154,0.8901621254562431
29,141.1895448625824,0.507016768427909,141,0.9899696048632218
30,144.23151490204424,0.5221013297339008,144,0.9757187257187258
31,147.28918834274916,0.5300558732850496,148,0.9584482441625298
32,152.68293119185296,0.5564787135728205,160,0.8776729559748427
33,90.3380558281541,0.38108359563421157,75,0.7383783783783784
34,144.71451167806885,0.5246910739047036,144,0.9757187257187258
35,147.0456791214811,0.5330486485692263,144,0.9757187257187258
36,146.02917157508193,0.5263374704475672,145,0.971360153256705
37,153.693938129204,0.5692979811766943,168,0.8144425434844597
38,112.53360298319123,0.44798215790150087,96,0.725219298245614
39,148.41469843470975,0.5441266271909657,154,0.9050165520753756
40,84.36473814816533,0.37733172007983073,35,0.7596638655462185
41,66.1873186497707,0.2501381659434073,52,0.9660633484162896
42,149.6082010961868,0.548678668886639,155,0.9058232090490155
43,147.14912340051427,0.5459823752443402,154,0.9134199134199135
44,147.45191821794003,0.5372093707538007,145,0.96772030651341
45,74.91789000117615,0.29747238751030064,59,0.9286966686148451
46,151.70551294781237,0.558586958662761,157,0.8804507594316512
47,96.72995766138779,0.3931474151825356,76,0.7919298245614035
48,147.29177324167568,0.5492874697472594,160,0.8633647798742138
49,87.44407226811973,0.35049991506260114,71,0.8261569416498994
50,153.94496808609426,0.5627787898435732,168,0.8135871114913031
51,154.14545971249382,0.559687094831265,158,0.8926066274288479
52,145.46241908617753,0.5526830653393348,175,0.7515927750410509
53,132.88608342133466,0.5178021591022429,181,0.6947206875383671
54,115.86235343722414,0.45415708937542365,96,0.7375
55,157.0995417379404,0.5721423293831917,160,0.878066037735849
56,142.54525212064948,0.5393998348480691,158,0.8801902765459969
57,150.30175779891317,0.5463060910730779,151,0.936158940397351
58,146.61104536935377,0.5455216709031698,159,0.8726216065599872
59,145.5206805281982,0.5270000647405019,144,0.9757187257187258
60,141.67638364756974,0.5408044264655778,161,0.8677018633540373
61,46.27830875202985,0.19680117303092487,19,0.8187134502923976
62,143.67953012092389,0.5437322953091693,174,0.7719088432662281
63,64.95984448120592,0.23873907075896275,54,0.9489867225716282
64,148.01342697557723,0.5479008055559642,167,0.8158862996897771
65,73.2020464461473,0.28859138758472885,65,0.8514423076923077
66,146.15471396744744,0.523484134541442,148,0.9584482441625298
67,149.4029048283232,0.5531693028593062,163,0.8554116488676816
68,118.19756337391418,0.46646075221979216,97,0.7225085910652921
69,150.60722087903687,0.5483887343822275,156,0.9049627791563275
70,155.5931742119216,0.5649464318131119,159,0.8835283814982884
71,149.14084146004382,0.5409830706763213,152,0.9299407459044964
72,100.89386967437594,0.42355812361333967,63,0.49513568868407576
73,107.23139838241057,0.4289391529701383,79,0.8055826030509575
74,150.8007487392115,0.5508094741637407,156,0.9053763440860215
75,71.96795372694824,0.286516277407663,56,0.9357142857142857
76,155.28156707097176,0.5682419808732407,180,0.7424581005586592
77,112.61554967350952,0.4462077484258866,90,0.7670411985018727
78,134.55663462662798,0.5219872246796526,186,0.6997965707643127
79,68.70338119009288,0.2743828286954653,59,0.8240794856808884
80,146.77721324241145,0.5467803440449703,181,0.7371393492940455
81,145.17568412807938,0.543839722282013,186,0.7068875326939843
82,133.921375614679,0.5088620633710105,179,0.7096855187998242
83,122.17616650990097,0.48563208577335715,137,0.6832331472735079
84,144.02416987857757,0.5150956268528794,143,0.9793164581896976
85,156.74151479651974,0.5730563267486771,170,0.8066829098503306
86,111.70297628462491,0.4552786046970098,103,0.6396344945745288
87,146.8813200282844,0.5284245421932535,147,0.9631907557543565
88,61.3370813828082,0.2048357515863266,55,0.9515151515151515
89,146.43008807191677,0.5316744466889157,152,0.9185256186824677
90,79.40301915815436,0.3188805107456639,66,0.7715617715617715
91,135.6542005250657,0.5231593122596788,191,0.6509231193166162
92,146.0334727701837,0.5293587046952697,148,0.95578231292517
